model-1644510502,1644510510.107,0.72,0.1947,0.67,0.1848
model-1644510502,1644510510.125,0.72,0.2098,0.68,0.1974
model-1644510502,1644510510.142,0.83,0.15,0.67,0.2158
model-1644510502,1644510510.163,0.78,0.1616,0.7,0.1937
model-1644510502,1644510510.181,0.64,0.2353,0.67,0.2068
model-1644510502,1644510510.2,0.68,0.2052,0.62,0.2486
model-1644510502,1644510510.22,0.76,0.1822,0.8,0.1843
model-1644510502,1644510510.241,0.68,0.2004,0.7,0.1988
model-1644510502,1644510510.259,0.69,0.1888,0.73,0.1874
model-1644510502,1644510510.275,0.75,0.1929,0.68,0.2084
model-1644510502,1644510510.301,0.73,0.1904,0.67,0.2033
model-1644510502,1644510510.317,0.66,0.2112,0.7,0.1844
model-1644510502,1644510510.332,0.8,0.1463,0.74,0.1809
model-1644510502,1644510510.348,0.8,0.1691,0.71,0.1842
model-1644510502,1644510510.364,0.71,0.1963,0.72,0.1845
model-1644510502,1644510510.38,0.65,0.2116,0.74,0.1807
model-1644510502,1644510510.396,0.63,0.2287,0.71,0.1846
model-1644510502,1644510510.415,0.68,0.2115,0.7,0.2119
model-1644510502,1644510510.431,0.65,0.2087,0.7,0.1985
model-1644510502,1644510510.447,0.68,0.213,0.77,0.1666
model-1644510502,1644510510.465,0.62,0.2052,0.72,0.1768
model-1644510502,1644510510.482,0.71,0.2005,0.7,0.1946
model-1644510502,1644510510.498,0.74,0.1841,0.78,0.1824
model-1644510502,1644510510.514,0.62,0.2149,0.77,0.1763
model-1644510502,1644510510.533,0.61,0.2261,0.74,0.1763
model-1644510502,1644510510.549,0.68,0.2059,0.76,0.1688
model-1644510502,1644510510.564,0.64,0.1963,0.65,0.2127
model-1644510502,1644510510.58,0.63,0.2078,0.77,0.1802
model-1644510502,1644510510.596,0.72,0.1877,0.76,0.1778
model-1644510502,1644510510.612,0.65,0.1891,0.72,0.1773
model-1644510502,1644510510.627,0.65,0.2117,0.76,0.1787
model-1644510502,1644510510.647,0.69,0.2006,0.72,0.1935
model-1644510502,1644510510.662,0.72,0.1831,0.78,0.1732
model-1644510502,1644510510.679,0.71,0.1954,0.68,0.2021
model-1644510502,1644510510.696,0.68,0.1964,0.69,0.2111
model-1644510502,1644510510.713,0.78,0.1765,0.78,0.1645
model-1644510502,1644510510.729,0.72,0.2024,0.76,0.172
model-1644510502,1644510510.745,0.66,0.2054,0.67,0.2306
model-1644510502,1644510510.764,0.79,0.1732,0.71,0.1892
model-1644510502,1644510510.78,0.69,0.1978,0.69,0.1953
model-1644510502,1644510510.796,0.7,0.1886,0.78,0.1802
model-1644510502,1644510510.811,0.7,0.191,0.71,0.1863
model-1644510502,1644510510.827,0.7,0.1897,0.7,0.2159
model-1644510502,1644510510.844,0.78,0.183,0.74,0.1724
model-1644510502,1644510510.86,0.73,0.1816,0.76,0.1699
model-1644510502,1644510510.878,0.67,0.2054,0.68,0.2031
model-1644510502,1644510510.894,0.76,0.17,0.72,0.1627
model-1644510502,1644510510.91,0.73,0.1986,0.7,0.1998
model-1644510502,1644510510.925,0.62,0.2289,0.72,0.1878
model-1644510502,1644510510.941,0.65,0.2048,0.74,0.1814
model-1644510502,1644510510.958,0.72,0.178,0.79,0.1762
model-1644510502,1644510510.973,0.68,0.2033,0.71,0.2006
model-1644510502,1644510510.992,0.7,0.1851,0.8,0.1511
model-1644510502,1644510511.008,0.67,0.2098,0.68,0.198
model-1644510502,1644510511.024,0.76,0.1572,0.71,0.1911
model-1644510502,1644510511.04,0.66,0.2128,0.64,0.2262
model-1644510502,1644510511.056,0.68,0.1891,0.77,0.1696
model-1644510502,1644510511.074,0.72,0.1921,0.63,0.2315
model-1644510502,1644510511.091,0.67,0.1957,0.82,0.1516
model-1644510502,1644510511.109,0.68,0.2074,0.75,0.1812
model-1644510502,1644510511.125,0.71,0.2123,0.73,0.1975
model-1644510502,1644510511.142,0.69,0.2026,0.76,0.1663
model-1644510502,1644510511.157,0.68,0.2332,0.72,0.1826
model-1644510502,1644510511.173,0.71,0.1845,0.69,0.2032
model-1644510502,1644510511.189,0.7,0.1794,0.71,0.1911
model-1644510502,1644510511.205,0.73,0.1962,0.69,0.1896
model-1644510502,1644510511.224,0.72,0.1864,0.72,0.1808
model-1644510502,1644510511.242,0.66,0.2001,0.73,0.1871
model-1644510502,1644510511.261,0.72,0.1805,0.67,0.2099
model-1644510502,1644510511.276,0.71,0.2001,0.67,0.1988
model-1644510502,1644510511.292,0.73,0.1778,0.78,0.1575
model-1644510502,1644510511.308,0.73,0.1988,0.72,0.1866
model-1644510502,1644510511.325,0.75,0.1698,0.7,0.1895
model-1644510502,1644510511.344,0.77,0.1747,0.67,0.1959
model-1644510502,1644510511.36,0.7,0.1938,0.62,0.216
model-1644510502,1644510511.377,0.76,0.146,0.66,0.1958
model-1644510502,1644510511.393,0.67,0.1967,0.67,0.2141
model-1644510502,1644510511.409,0.69,0.1951,0.74,0.1755
model-1644510502,1644510511.425,0.69,0.2095,0.71,0.1743
model-1644510502,1644510511.441,0.73,0.1774,0.65,0.219
model-1644510502,1644510511.46,0.69,0.1906,0.66,0.2018
model-1644510502,1644510511.477,0.65,0.2242,0.71,0.2138
model-1644510502,1644510511.494,0.71,0.1944,0.74,0.1787
model-1644510502,1644510511.511,0.68,0.194,0.74,0.1749
model-1644510502,1644510511.528,0.71,0.1942,0.74,0.1823
model-1644510502,1644510511.545,0.65,0.2134,0.71,0.1968
model-1644510502,1644510511.563,0.8,0.1566,0.8,0.1556
model-1644510502,1644510511.583,0.7,0.1962,0.75,0.1742
model-1644510502,1644510511.6,0.77,0.1811,0.77,0.1673
model-1644510502,1644510511.616,0.79,0.1494,0.69,0.2055
model-1644510502,1644510511.633,0.66,0.2005,0.67,0.1985
model-1644510502,1644510511.649,0.69,0.1846,0.71,0.1885
model-1644510502,1644510511.666,0.66,0.2174,0.8,0.1673
model-1644510502,1644510511.686,0.67,0.1959,0.76,0.1792
model-1644510502,1644510511.703,0.75,0.1732,0.76,0.1686
model-1644510502,1644510511.719,0.66,0.2172,0.71,0.1916
model-1644510502,1644510511.736,0.67,0.2092,0.69,0.1804
model-1644510502,1644510511.752,0.69,0.1854,0.65,0.2122
model-1644510502,1644510511.769,0.7,0.1926,0.74,0.1801
model-1644510502,1644510511.791,0.68,0.193,0.7,0.2006
model-1644510502,1644510511.807,0.73,0.1722,0.66,0.2013
model-1644510502,1644510511.824,0.71,0.1766,0.72,0.1749
model-1644510502,1644510511.84,0.73,0.1812,0.75,0.1685
model-1644510502,1644510511.859,0.74,0.1803,0.64,0.2222
model-1644510502,1644510511.875,0.67,0.2116,0.71,0.1827
model-1644510502,1644510511.896,0.7,0.2076,0.73,0.1831
model-1644510502,1644510511.912,0.73,0.1661,0.79,0.16
model-1644510502,1644510511.929,0.67,0.2031,0.75,0.1856
model-1644510502,1644510511.945,0.78,0.1589,0.63,0.2213
model-1644510502,1644510511.96,0.69,0.2044,0.72,0.2092
model-1644510502,1644510511.976,0.72,0.1823,0.68,0.1937
model-1644510502,1644510511.995,0.73,0.1759,0.69,0.1946
model-1644510502,1644510512.011,0.74,0.181,0.69,0.2037
model-1644510502,1644510512.027,0.73,0.1742,0.74,0.1866
model-1644510502,1644510512.043,0.65,0.2141,0.74,0.1661
model-1644510502,1644510512.059,0.72,0.1997,0.73,0.1759
model-1644510502,1644510512.076,0.66,0.2094,0.75,0.1757
model-1644510502,1644510512.094,0.71,0.1869,0.72,0.1923
model-1644510502,1644510512.112,0.63,0.207,0.64,0.2122
model-1644510502,1644510512.128,0.66,0.2171,0.72,0.1914
model-1644510502,1644510512.144,0.75,0.1673,0.78,0.1638
model-1644510502,1644510512.16,0.71,0.1952,0.73,0.1911
model-1644510502,1644510512.176,0.72,0.1655,0.71,0.196
model-1644510502,1644510512.192,0.68,0.2097,0.69,0.2079
model-1644510502,1644510512.21,0.73,0.1773,0.8,0.175
model-1644510502,1644510512.229,0.72,0.1969,0.77,0.1854
model-1644510502,1644510512.245,0.75,0.1744,0.72,0.1924
model-1644510502,1644510512.265,0.72,0.1913,0.76,0.1723
model-1644510502,1644510512.283,0.77,0.1681,0.71,0.1896
model-1644510502,1644510512.299,0.77,0.1641,0.77,0.169
model-1644510502,1644510512.316,0.68,0.205,0.72,0.1707
model-1644510502,1644510512.334,0.76,0.175,0.71,0.177
model-1644510502,1644510512.35,0.72,0.1896,0.84,0.1473
model-1644510502,1644510512.366,0.79,0.1553,0.84,0.1509
model-1644510502,1644510512.382,0.68,0.1958,0.76,0.1846
model-1644510502,1644510512.398,0.7,0.1912,0.63,0.2115
model-1644510502,1644510512.414,0.72,0.1795,0.87,0.1317
model-1644510502,1644510512.432,0.71,0.202,0.82,0.1324
model-1644510502,1644510512.455,0.69,0.1877,0.73,0.1945
model-1644510502,1644510512.472,0.74,0.1774,0.72,0.18
model-1644510502,1644510512.489,0.78,0.1739,0.65,0.2171
model-1644510502,1644510512.505,0.72,0.1831,0.72,0.172
model-1644510502,1644510512.521,0.71,0.2104,0.75,0.1662
model-1644510502,1644510512.537,0.79,0.1719,0.77,0.1655
model-1644510502,1644510512.556,0.76,0.1739,0.72,0.1946
model-1644510502,1644510512.572,0.72,0.1982,0.74,0.1751
model-1644510502,1644510512.589,0.75,0.1805,0.85,0.1432
model-1644510502,1644510512.607,0.74,0.2058,0.71,0.208
model-1644510502,1644510512.623,0.75,0.1717,0.71,0.1731
model-1644510502,1644510512.639,0.73,0.2009,0.69,0.201
model-1644510502,1644510512.658,0.69,0.1894,0.73,0.1822
model-1644510502,1644510512.674,0.81,0.1351,0.75,0.1796
model-1644510502,1644510512.69,0.78,0.148,0.71,0.1837
model-1644510502,1644510512.707,0.69,0.1972,0.81,0.1523
model-1644510502,1644510512.725,0.73,0.173,0.7,0.1974
model-1644510502,1644510512.741,0.7,0.1713,0.68,0.1846
model-1644510502,1644510512.76,0.73,0.1724,0.72,0.19
model-1644510502,1644510512.776,0.65,0.2225,0.79,0.1626
model-1644510502,1644510512.792,0.71,0.1884,0.8,0.1547
model-1644510502,1644510512.808,0.74,0.1784,0.78,0.1588
model-1644510502,1644510512.824,0.78,0.166,0.71,0.1867
model-1644510502,1644510512.84,0.76,0.1578,0.73,0.1892
model-1644510502,1644510512.856,0.75,0.1742,0.7,0.1973
model-1644510502,1644510512.875,0.72,0.1818,0.72,0.1703
model-1644510502,1644510512.891,0.76,0.1791,0.76,0.1667
model-1644510502,1644510512.908,0.78,0.1718,0.73,0.1788
model-1644510502,1644510512.924,0.71,0.181,0.65,0.2116
model-1644510502,1644510512.94,0.7,0.1831,0.76,0.1793
model-1644510502,1644510512.956,0.87,0.1403,0.66,0.2157
model-1644510502,1644510512.972,0.77,0.1707,0.7,0.2123
model-1644510502,1644510512.991,0.71,0.1918,0.65,0.2028
model-1644510502,1644510513.007,0.67,0.2009,0.78,0.1716
model-1644510502,1644510513.023,0.75,0.1547,0.71,0.1971
model-1644510502,1644510513.038,0.71,0.1952,0.72,0.1838
model-1644510502,1644510513.054,0.69,0.1816,0.71,0.197
model-1644510502,1644510513.07,0.76,0.1545,0.66,0.208
model-1644510502,1644510513.086,0.73,0.1982,0.68,0.2118
model-1644510502,1644510513.105,0.68,0.2151,0.73,0.1795
model-1644510502,1644510513.12,0.74,0.1794,0.75,0.1711
model-1644510502,1644510513.136,0.68,0.183,0.77,0.1655
model-1644510502,1644510513.152,0.71,0.1864,0.77,0.1661
model-1644510502,1644510513.168,0.72,0.2031,0.71,0.2013
model-1644510502,1644510513.184,0.7,0.1933,0.69,0.1893
model-1644510502,1644510513.199,0.66,0.2075,0.68,0.2199
model-1644510502,1644510513.219,0.73,0.1899,0.79,0.1801
model-1644510502,1644510513.234,0.76,0.1648,0.77,0.1751
model-1644510502,1644510513.25,0.64,0.244,0.69,0.1932
model-1644510502,1644510513.268,0.69,0.2102,0.79,0.1734
model-1644510502,1644510513.286,0.7,0.1917,0.68,0.1867
model-1644510502,1644510513.302,0.79,0.1603,0.74,0.1839
model-1644510502,1644510513.318,0.76,0.175,0.74,0.1802
model-1644510502,1644510513.337,0.76,0.1833,0.74,0.1736
model-1644510502,1644510513.352,0.76,0.1722,0.72,0.1738
model-1644510502,1644510513.368,0.79,0.1507,0.75,0.1767
model-1644510502,1644510513.384,0.77,0.1542,0.76,0.1572
model-1644510502,1644510513.4,0.68,0.2002,0.79,0.1776
model-1644510502,1644510513.416,0.73,0.188,0.67,0.2242
model-1644510502,1644510513.431,0.82,0.1516,0.67,0.231
model-1644510502,1644510513.45,0.74,0.1786,0.66,0.2184
model-1644510502,1644510513.466,0.65,0.2049,0.78,0.1604
model-1644510502,1644510513.485,0.79,0.144,0.69,0.2018
model-1644510502,1644510513.502,0.73,0.1838,0.77,0.1701
model-1644510502,1644510513.52,0.54,0.2653,0.74,0.174
model-1644510502,1644510513.537,0.75,0.1748,0.72,0.1879
model-1644510502,1644510513.554,0.66,0.1927,0.71,0.1953
model-1644510502,1644510513.574,0.72,0.183,0.8,0.1596
model-1644510502,1644510513.591,0.77,0.1797,0.68,0.2104
model-1644510502,1644510513.608,0.68,0.2133,0.7,0.1941
model-1644510502,1644510513.626,0.6,0.2229,0.76,0.16
model-1644510502,1644510513.643,0.73,0.1831,0.65,0.2218
model-1644510502,1644510513.66,0.71,0.1662,0.56,0.2398
model-1644510502,1644510513.68,0.69,0.2061,0.75,0.1811
model-1644510502,1644510513.698,0.71,0.1999,0.65,0.2177
model-1644510502,1644510513.717,0.67,0.2187,0.69,0.1928
model-1644510502,1644510513.734,0.81,0.1413,0.72,0.1967
model-1644510502,1644510513.751,0.74,0.1772,0.71,0.1865
model-1644510502,1644510513.768,0.69,0.1955,0.72,0.1852
model-1644510502,1644510513.789,0.76,0.1645,0.76,0.1651
model-1644510502,1644510513.805,0.55,0.2573,0.72,0.1741
model-1644510502,1644510513.822,0.73,0.1863,0.74,0.1788
model-1644510502,1644510513.838,0.76,0.1785,0.67,0.1894
model-1644510502,1644510513.855,0.73,0.2094,0.71,0.2
model-1644510502,1644510513.871,0.72,0.18,0.7,0.1955
model-1644510502,1644510513.89,0.73,0.1928,0.77,0.1568
model-1644510502,1644510513.907,0.74,0.1796,0.75,0.1668
model-1644510502,1644510513.923,0.74,0.1708,0.72,0.1808
model-1644510502,1644510513.94,0.75,0.1815,0.75,0.1676
model-1644510502,1644510513.959,0.84,0.1305,0.79,0.1767
model-1644510502,1644510513.976,0.8,0.1457,0.73,0.1682
model-1644510502,1644510513.994,0.71,0.2017,0.8,0.1537
model-1644510502,1644510514.01,0.72,0.1851,0.79,0.1682
model-1644510502,1644510514.026,0.75,0.1748,0.82,0.1473
model-1644510502,1644510514.042,0.71,0.1714,0.67,0.2086
model-1644510502,1644510514.058,0.72,0.1721,0.74,0.162
model-1644510502,1644510514.07,0.75,0.18,0.82,0.152
model-1644510502,1644510514.094,0.78,0.159,0.71,0.1728
model-1644510502,1644510514.11,0.75,0.1623,0.68,0.2014
model-1644510502,1644510514.127,0.86,0.1226,0.79,0.1519
model-1644510502,1644510514.143,0.75,0.153,0.68,0.1992
model-1644510502,1644510514.158,0.77,0.1558,0.75,0.1576
model-1644510502,1644510514.174,0.68,0.1868,0.76,0.1529
model-1644510502,1644510514.193,0.73,0.1876,0.8,0.1667
model-1644510502,1644510514.211,0.72,0.187,0.68,0.1712
model-1644510502,1644510514.227,0.72,0.1739,0.78,0.1778
model-1644510502,1644510514.243,0.77,0.1832,0.79,0.1566
model-1644510502,1644510514.259,0.74,0.1753,0.76,0.1704
model-1644510502,1644510514.275,0.75,0.1819,0.73,0.1968
model-1644510502,1644510514.293,0.74,0.1788,0.74,0.1837
model-1644510502,1644510514.311,0.7,0.1885,0.75,0.162
model-1644510502,1644510514.329,0.64,0.2084,0.69,0.1781
model-1644510502,1644510514.345,0.71,0.1821,0.74,0.16
model-1644510502,1644510514.361,0.66,0.1867,0.7,0.1858
model-1644510502,1644510514.378,0.79,0.1776,0.72,0.1878
model-1644510502,1644510514.394,0.77,0.166,0.76,0.1563
model-1644510502,1644510514.411,0.75,0.162,0.72,0.1873
model-1644510502,1644510514.431,0.71,0.1823,0.69,0.1811
model-1644510502,1644510514.447,0.78,0.1756,0.78,0.1602
model-1644510502,1644510514.463,0.72,0.1625,0.78,0.1628
model-1644510502,1644510514.479,0.76,0.1823,0.79,0.1538
model-1644510502,1644510514.495,0.71,0.1747,0.78,0.1572
model-1644510502,1644510514.511,0.76,0.1728,0.73,0.1882
model-1644510502,1644510514.527,0.67,0.2045,0.71,0.1847
model-1644510502,1644510514.546,0.69,0.1909,0.7,0.2055
model-1644510502,1644510514.562,0.8,0.1563,0.81,0.1384
model-1644510502,1644510514.578,0.72,0.1961,0.69,0.2038
model-1644510502,1644510514.593,0.78,0.1736,0.8,0.1538
model-1644510502,1644510514.609,0.69,0.1766,0.7,0.1592
model-1644510502,1644510514.625,0.76,0.1694,0.79,0.1651
model-1644510502,1644510514.641,0.83,0.168,0.79,0.1566
model-1644510502,1644510514.66,0.79,0.1648,0.72,0.1741
model-1644510502,1644510514.676,0.68,0.1919,0.76,0.1603
model-1644510502,1644510514.692,0.83,0.1457,0.72,0.1779
model-1644510502,1644510514.712,0.77,0.1713,0.8,0.1416
model-1644510502,1644510514.728,0.73,0.1952,0.71,0.1975
model-1644510502,1644510514.744,0.72,0.188,0.71,0.1965
model-1644510502,1644510514.76,0.73,0.1708,0.79,0.1622
model-1644510502,1644510514.779,0.75,0.1677,0.78,0.167
model-1644510502,1644510514.795,0.73,0.1711,0.82,0.1519
model-1644510502,1644510514.81,0.73,0.1913,0.74,0.1728
model-1644510502,1644510514.826,0.84,0.1322,0.78,0.1487
model-1644510502,1644510514.842,0.71,0.1823,0.72,0.1849
model-1644510502,1644510514.858,0.77,0.1708,0.74,0.174
model-1644510502,1644510514.873,0.7,0.1806,0.79,0.157
model-1644510502,1644510514.892,0.72,0.1848,0.79,0.1521
model-1644510502,1644510514.908,0.71,0.1881,0.75,0.1704
model-1644510502,1644510514.924,0.76,0.1854,0.79,0.1543
model-1644510502,1644510514.941,0.74,0.186,0.76,0.1728
model-1644510502,1644510514.957,0.67,0.2191,0.78,0.164
model-1644510502,1644510514.973,0.71,0.1655,0.7,0.1694
model-1644510502,1644510514.989,0.75,0.1645,0.83,0.1502
model-1644510502,1644510515.008,0.73,0.1799,0.77,0.1601
model-1644510502,1644510515.024,0.79,0.1674,0.73,0.1657
model-1644510502,1644510515.04,0.74,0.1745,0.79,0.1559
model-1644510502,1644510515.056,0.74,0.1679,0.81,0.1522
model-1644510502,1644510515.071,0.72,0.1719,0.72,0.1759
model-1644510502,1644510515.087,0.8,0.1582,0.81,0.1338
model-1644510502,1644510515.103,0.72,0.1955,0.77,0.168
model-1644510502,1644510515.122,0.76,0.153,0.74,0.1872
model-1644510502,1644510515.137,0.79,0.161,0.81,0.1638
model-1644510502,1644510515.153,0.72,0.1728,0.75,0.1789
model-1644510502,1644510515.17,0.82,0.1349,0.8,0.1531
model-1644510502,1644510515.186,0.74,0.1767,0.69,0.2138
model-1644510502,1644510515.202,0.75,0.1665,0.74,0.185
model-1644510502,1644510515.218,0.73,0.1917,0.77,0.1625
model-1644510502,1644510515.236,0.74,0.1608,0.84,0.1256
model-1644510502,1644510515.252,0.71,0.1739,0.83,0.1449
model-1644510502,1644510515.268,0.69,0.2027,0.78,0.1572
model-1644510502,1644510515.284,0.73,0.1809,0.72,0.18
model-1644510502,1644510515.301,0.77,0.1656,0.81,0.1421
model-1644510502,1644510515.32,0.77,0.176,0.72,0.1808
model-1644510502,1644510515.336,0.68,0.2037,0.75,0.1716
model-1644510502,1644510515.354,0.82,0.1298,0.85,0.1376
model-1644510502,1644510515.37,0.73,0.1731,0.73,0.1653
model-1644510502,1644510515.386,0.81,0.1594,0.8,0.155
model-1644510502,1644510515.403,0.83,0.1267,0.78,0.159
model-1644510502,1644510515.419,0.7,0.1907,0.75,0.1716
model-1644510502,1644510515.435,0.74,0.1686,0.72,0.1787
model-1644510502,1644510515.45,0.72,0.1903,0.77,0.1765
model-1644510502,1644510515.469,0.75,0.1689,0.75,0.1682
model-1644510502,1644510515.485,0.75,0.1572,0.71,0.1719
model-1644510502,1644510515.501,0.68,0.2097,0.73,0.1726
model-1644510502,1644510515.517,0.74,0.1942,0.75,0.1686
model-1644510502,1644510515.533,0.77,0.1649,0.79,0.1426
model-1644510502,1644510515.549,0.75,0.17,0.77,0.1664
model-1644510502,1644510515.565,0.72,0.1816,0.7,0.2017
model-1644510502,1644510515.584,0.74,0.1664,0.67,0.2095
model-1644510502,1644510515.6,0.72,0.1777,0.72,0.1739
model-1644510502,1644510515.616,0.8,0.1725,0.8,0.1459
model-1644510502,1644510515.632,0.77,0.1661,0.71,0.1819
model-1644510502,1644510515.647,0.72,0.1854,0.7,0.2134
model-1644510502,1644510515.663,0.76,0.185,0.7,0.1896
model-1644510502,1644510515.68,0.79,0.1575,0.72,0.1886
model-1644510502,1644510515.699,0.66,0.1967,0.79,0.1528
model-1644510502,1644510515.716,0.8,0.1407,0.77,0.1583
model-1644510502,1644510515.732,0.72,0.1868,0.71,0.1738
model-1644510502,1644510515.748,0.75,0.1654,0.69,0.1997
model-1644510502,1644510515.764,0.8,0.1586,0.69,0.2044
model-1644510502,1644510515.78,0.77,0.1543,0.82,0.1498
model-1644510502,1644510515.795,0.77,0.1529,0.8,0.1617
model-1644510502,1644510515.814,0.68,0.1918,0.82,0.143
model-1644510502,1644510515.83,0.76,0.1902,0.74,0.1836
model-1644510502,1644510515.846,0.72,0.1887,0.78,0.1536
model-1644510502,1644510515.861,0.76,0.1649,0.67,0.1962
model-1644510502,1644510515.877,0.66,0.1825,0.75,0.1745
model-1644510502,1644510515.893,0.73,0.1907,0.71,0.17
model-1644510502,1644510515.909,0.76,0.1488,0.78,0.1585
model-1644510502,1644510515.928,0.77,0.1755,0.74,0.1757
model-1644510502,1644510515.944,0.78,0.1486,0.79,0.1573
model-1644510502,1644510515.96,0.67,0.1822,0.73,0.186
model-1644510502,1644510515.976,0.77,0.1586,0.79,0.1527
model-1644510502,1644510515.992,0.74,0.1714,0.81,0.1337
model-1644510502,1644510516.009,0.77,0.1608,0.78,0.1467
model-1644510502,1644510516.026,0.75,0.1715,0.82,0.1386
model-1644510502,1644510516.046,0.77,0.1518,0.76,0.1445
model-1644510502,1644510516.063,0.8,0.1282,0.74,0.1759
model-1644510502,1644510516.079,0.72,0.1756,0.79,0.1428
model-1644510502,1644510516.096,0.76,0.1605,0.82,0.1508
model-1644510502,1644510516.113,0.75,0.1789,0.75,0.1696
model-1644510502,1644510516.129,0.8,0.1375,0.74,0.1524
model-1644510502,1644510516.146,0.73,0.1738,0.81,0.1618
model-1644510502,1644510516.165,0.74,0.1669,0.77,0.1691
model-1644510502,1644510516.182,0.75,0.1628,0.81,0.1445
model-1644510502,1644510516.198,0.75,0.1817,0.77,0.1864
model-1644510502,1644510516.214,0.77,0.1564,0.7,0.1892
model-1644510502,1644510516.231,0.73,0.1723,0.75,0.1566
model-1644510502,1644510516.247,0.77,0.1472,0.83,0.1315
model-1644510502,1644510516.264,0.72,0.1639,0.84,0.124
model-1644510502,1644510516.283,0.72,0.1762,0.76,0.1667
model-1644510502,1644510516.301,0.79,0.1613,0.71,0.2017
model-1644510502,1644510516.318,0.78,0.1609,0.76,0.1456
model-1644510502,1644510516.338,0.72,0.1737,0.77,0.1447
model-1644510502,1644510516.354,0.79,0.1634,0.73,0.1753
model-1644510502,1644510516.371,0.77,0.1731,0.7,0.1899
model-1644510502,1644510516.39,0.78,0.1588,0.8,0.1598
model-1644510502,1644510516.406,0.75,0.1838,0.75,0.1568
model-1644510502,1644510516.422,0.77,0.1573,0.82,0.151
model-1644510502,1644510516.437,0.85,0.1284,0.79,0.1573
model-1644510502,1644510516.453,0.84,0.1331,0.75,0.1528
model-1644510502,1644510516.469,0.72,0.195,0.77,0.1504
model-1644510502,1644510516.486,0.78,0.1628,0.76,0.1652
model-1644510502,1644510516.505,0.76,0.1668,0.75,0.1823
model-1644510502,1644510516.521,0.79,0.148,0.73,0.1769
model-1644510502,1644510516.537,0.73,0.1944,0.72,0.197
model-1644510502,1644510516.553,0.72,0.1854,0.81,0.1514
model-1644510502,1644510516.569,0.78,0.1598,0.79,0.1474
model-1644510502,1644510516.585,0.77,0.1457,0.78,0.1574
model-1644510502,1644510516.601,0.81,0.1351,0.8,0.1406
model-1644510502,1644510516.62,0.77,0.1555,0.69,0.2095
model-1644510502,1644510516.635,0.78,0.1644,0.75,0.1768
model-1644510502,1644510516.651,0.75,0.1687,0.73,0.171
model-1644510502,1644510516.667,0.76,0.1545,0.72,0.1769
model-1644510502,1644510516.683,0.77,0.1608,0.68,0.207
model-1644510502,1644510516.699,0.73,0.1773,0.75,0.1801
model-1644510502,1644510516.717,0.85,0.1276,0.76,0.1448
model-1644510502,1644510516.735,0.82,0.1462,0.75,0.1758
model-1644510502,1644510516.751,0.73,0.175,0.74,0.1893
model-1644510502,1644510516.767,0.7,0.1992,0.81,0.162
model-1644510502,1644510516.783,0.74,0.1517,0.81,0.1535
model-1644510502,1644510516.798,0.77,0.1734,0.83,0.1423
model-1644510502,1644510516.814,0.76,0.1679,0.74,0.1878
model-1644510502,1644510516.835,0.79,0.1277,0.7,0.1927
model-1644510502,1644510516.854,0.7,0.1963,0.7,0.1976
model-1644510502,1644510516.87,0.66,0.2262,0.74,0.171
model-1644510502,1644510516.886,0.75,0.1736,0.79,0.1586
model-1644510502,1644510516.901,0.74,0.1673,0.74,0.1824
model-1644510502,1644510516.917,0.74,0.1675,0.82,0.1316
model-1644510502,1644510516.934,0.74,0.188,0.79,0.1515
model-1644510502,1644510516.949,0.71,0.1905,0.72,0.1821
model-1644510502,1644510516.969,0.67,0.2087,0.76,0.1576
model-1644510502,1644510516.985,0.79,0.1657,0.82,0.1442
model-1644510502,1644510517.001,0.79,0.1475,0.76,0.1619
model-1644510502,1644510517.018,0.68,0.2293,0.76,0.1702
model-1644510502,1644510517.035,0.69,0.2067,0.81,0.1572
model-1644510502,1644510517.052,0.73,0.1749,0.75,0.1642
model-1644510502,1644510517.069,0.82,0.1374,0.79,0.1657
model-1644510502,1644510517.088,0.8,0.1561,0.69,0.1865
model-1644510502,1644510517.106,0.75,0.1711,0.7,0.1974
model-1644510502,1644510517.123,0.73,0.174,0.79,0.1628
model-1644510502,1644510517.139,0.8,0.143,0.85,0.1234
model-1644510502,1644510517.156,0.73,0.1709,0.77,0.1629
model-1644510502,1644510517.172,0.78,0.1755,0.73,0.1703
model-1644510502,1644510517.192,0.8,0.1641,0.81,0.1558
model-1644510502,1644510517.208,0.8,0.1438,0.69,0.2015
model-1644510502,1644510517.224,0.69,0.1683,0.76,0.187
model-1644510502,1644510517.241,0.74,0.1724,0.73,0.1961
model-1644510502,1644510517.257,0.82,0.1426,0.77,0.1537
model-1644510502,1644510517.274,0.8,0.1523,0.66,0.2218
model-1644510502,1644510517.293,0.66,0.2056,0.8,0.1465
model-1644510502,1644510517.309,0.71,0.1725,0.79,0.1409
model-1644510502,1644510517.326,0.68,0.1878,0.78,0.1682
model-1644510502,1644510517.346,0.77,0.1567,0.79,0.152
model-1644510502,1644510517.363,0.73,0.1685,0.75,0.1845
model-1644510502,1644510517.379,0.71,0.1779,0.83,0.1357
model-1644510502,1644510517.403,0.65,0.2143,0.75,0.1659
model-1644510502,1644510517.42,0.7,0.1844,0.74,0.194
model-1644510502,1644510517.436,0.82,0.1313,0.78,0.159
model-1644510502,1644510517.453,0.76,0.1604,0.77,0.1646
model-1644510502,1644510517.469,0.75,0.1813,0.77,0.1625
model-1644510502,1644510517.485,0.7,0.2094,0.7,0.1804
model-1644510502,1644510517.505,0.8,0.1454,0.71,0.1805
