model-1644510502,1644510505.723,0.59,0.231,0.64,0.2302
model-1644510502,1644510505.739,0.69,0.2239,0.65,0.2298
model-1644510502,1644510505.755,0.63,0.2325,0.53,0.2471
model-1644510502,1644510505.773,0.57,0.2367,0.68,0.2226
model-1644510502,1644510505.791,0.55,0.2405,0.66,0.2352
model-1644510502,1644510505.807,0.7,0.2208,0.73,0.2141
model-1644510502,1644510505.823,0.73,0.211,0.65,0.2342
model-1644510502,1644510505.839,0.66,0.2275,0.66,0.2263
model-1644510502,1644510505.855,0.61,0.2361,0.61,0.2286
model-1644510502,1644510505.871,0.72,0.2089,0.64,0.2347
model-1644510502,1644510505.886,0.72,0.2095,0.63,0.2198
model-1644510502,1644510505.905,0.67,0.2188,0.55,0.2495
model-1644510502,1644510505.922,0.63,0.2137,0.68,0.2205
model-1644510502,1644510505.939,0.63,0.2297,0.58,0.2257
model-1644510502,1644510505.955,0.54,0.2522,0.69,0.2168
model-1644510502,1644510505.971,0.64,0.2176,0.66,0.2319
model-1644510502,1644510505.987,0.57,0.2386,0.58,0.2262
model-1644510502,1644510506.005,0.59,0.2245,0.69,0.2068
model-1644510502,1644510506.024,0.59,0.2307,0.62,0.2295
model-1644510502,1644510506.04,0.57,0.2487,0.64,0.2083
model-1644510502,1644510506.057,0.62,0.2352,0.63,0.2171
model-1644510502,1644510506.073,0.64,0.2303,0.53,0.2512
model-1644510502,1644510506.089,0.61,0.2257,0.71,0.202
model-1644510502,1644510506.105,0.65,0.2185,0.61,0.2365
model-1644510502,1644510506.121,0.64,0.214,0.65,0.2206
model-1644510502,1644510506.14,0.56,0.2579,0.6,0.251
model-1644510502,1644510506.162,0.66,0.2141,0.7,0.2147
model-1644510502,1644510506.178,0.63,0.2321,0.73,0.2019
model-1644510502,1644510506.194,0.58,0.2297,0.7,0.2093
model-1644510502,1644510506.21,0.7,0.2062,0.64,0.2173
model-1644510502,1644510506.226,0.61,0.2311,0.67,0.2234
model-1644510502,1644510506.244,0.6,0.2356,0.56,0.2317
model-1644510502,1644510506.266,0.65,0.2363,0.59,0.2409
model-1644510502,1644510506.281,0.58,0.2469,0.62,0.2329
model-1644510502,1644510506.297,0.63,0.2259,0.64,0.213
model-1644510502,1644510506.313,0.72,0.2195,0.68,0.2145
model-1644510502,1644510506.329,0.72,0.209,0.61,0.2283
model-1644510502,1644510506.345,0.67,0.2256,0.63,0.2349
model-1644510502,1644510506.364,0.56,0.244,0.68,0.2085
model-1644510502,1644510506.38,0.74,0.1954,0.68,0.2117
model-1644510502,1644510506.396,0.74,0.2046,0.63,0.2132
model-1644510502,1644510506.412,0.57,0.236,0.64,0.2213
model-1644510502,1644510506.428,0.64,0.2268,0.6,0.2276
model-1644510502,1644510506.444,0.66,0.2055,0.62,0.2275
model-1644510502,1644510506.46,0.62,0.23,0.65,0.2121
model-1644510502,1644510506.478,0.6,0.2264,0.69,0.2199
model-1644510502,1644510506.492,0.65,0.2264,0.62,0.2348
model-1644510502,1644510506.519,0.67,0.219,0.48,0.3095
model-1644510502,1644510506.535,0.56,0.265,0.61,0.2174
model-1644510502,1644510506.55,0.67,0.2079,0.57,0.2409
model-1644510502,1644510506.567,0.57,0.2429,0.62,0.2084
model-1644510502,1644510506.582,0.57,0.238,0.61,0.2256
model-1644510502,1644510506.598,0.58,0.2346,0.56,0.2329
model-1644510502,1644510506.614,0.57,0.2396,0.62,0.2258
model-1644510502,1644510506.632,0.59,0.2408,0.66,0.2082
model-1644510502,1644510506.648,0.6,0.2326,0.61,0.2259
model-1644510502,1644510506.665,0.65,0.2386,0.64,0.2248
model-1644510502,1644510506.681,0.58,0.2349,0.65,0.2264
model-1644510502,1644510506.697,0.65,0.2247,0.62,0.2332
model-1644510502,1644510506.713,0.75,0.2065,0.64,0.2416
model-1644510502,1644510506.729,0.61,0.2326,0.68,0.2081
model-1644510502,1644510506.747,0.62,0.2314,0.63,0.2263
model-1644510502,1644510506.765,0.59,0.2449,0.6,0.2361
model-1644510502,1644510506.781,0.57,0.2415,0.65,0.2197
model-1644510502,1644510506.797,0.63,0.2422,0.74,0.2158
model-1644510502,1644510506.812,0.69,0.2224,0.68,0.2189
model-1644510502,1644510506.828,0.59,0.245,0.64,0.2284
model-1644510502,1644510506.844,0.58,0.2309,0.61,0.2305
model-1644510502,1644510506.863,0.67,0.211,0.68,0.2149
model-1644510502,1644510506.879,0.66,0.2146,0.66,0.2129
model-1644510502,1644510506.894,0.67,0.2197,0.65,0.2144
model-1644510502,1644510506.913,0.66,0.2306,0.67,0.2073
model-1644510502,1644510506.93,0.67,0.2089,0.64,0.2182
model-1644510502,1644510506.946,0.67,0.215,0.67,0.2251
model-1644510502,1644510506.961,0.64,0.2245,0.65,0.2195
model-1644510502,1644510506.98,0.66,0.2228,0.76,0.1898
model-1644510502,1644510506.997,0.63,0.2163,0.69,0.2181
model-1644510502,1644510507.013,0.72,0.2017,0.66,0.233
model-1644510502,1644510507.029,0.6,0.22,0.63,0.2505
model-1644510502,1644510507.045,0.57,0.2372,0.59,0.2273
model-1644510502,1644510507.061,0.74,0.1997,0.78,0.175
model-1644510502,1644510507.077,0.65,0.2144,0.63,0.2193
model-1644510502,1644510507.096,0.6,0.2213,0.68,0.2141
model-1644510502,1644510507.112,0.67,0.1966,0.76,0.1824
model-1644510502,1644510507.128,0.61,0.2225,0.69,0.1925
model-1644510502,1644510507.144,0.54,0.2438,0.67,0.2358
model-1644510502,1644510507.16,0.62,0.2129,0.67,0.2079
model-1644510502,1644510507.18,0.69,0.21,0.68,0.2076
model-1644510502,1644510507.196,0.57,0.2387,0.66,0.2299
model-1644510502,1644510507.216,0.64,0.1995,0.65,0.2069
model-1644510502,1644510507.232,0.69,0.2117,0.63,0.2157
model-1644510502,1644510507.248,0.63,0.2058,0.65,0.2043
model-1644510502,1644510507.264,0.67,0.2262,0.62,0.2064
model-1644510502,1644510507.281,0.67,0.2029,0.65,0.2359
model-1644510502,1644510507.297,0.64,0.2262,0.66,0.2068
model-1644510502,1644510507.316,0.65,0.2231,0.74,0.1829
model-1644510502,1644510507.331,0.6,0.2291,0.67,0.2096
model-1644510502,1644510507.347,0.6,0.241,0.71,0.192
model-1644510502,1644510507.363,0.61,0.2308,0.74,0.186
model-1644510502,1644510507.379,0.59,0.2549,0.7,0.2158
model-1644510502,1644510507.395,0.64,0.2088,0.64,0.237
model-1644510502,1644510507.411,0.67,0.2005,0.8,0.2
model-1644510502,1644510507.431,0.71,0.2049,0.67,0.1989
model-1644510502,1644510507.447,0.61,0.2206,0.69,0.1896
model-1644510502,1644510507.464,0.63,0.2179,0.68,0.2057
model-1644510502,1644510507.48,0.65,0.2123,0.65,0.2295
model-1644510502,1644510507.496,0.67,0.2208,0.67,0.2105
model-1644510502,1644510507.511,0.62,0.2223,0.68,0.2078
model-1644510502,1644510507.527,0.67,0.2152,0.64,0.2269
model-1644510502,1644510507.547,0.68,0.1948,0.68,0.2116
model-1644510502,1644510507.563,0.67,0.2185,0.67,0.2077
model-1644510502,1644510507.579,0.62,0.215,0.69,0.2012
model-1644510502,1644510507.595,0.75,0.1736,0.67,0.2068
model-1644510502,1644510507.61,0.66,0.2036,0.66,0.2026
model-1644510502,1644510507.626,0.61,0.2432,0.71,0.1906
model-1644510502,1644510507.642,0.6,0.2426,0.62,0.2321
model-1644510502,1644510507.661,0.6,0.2298,0.53,0.2725
model-1644510502,1644510507.677,0.62,0.2179,0.64,0.2232
model-1644510502,1644510507.693,0.57,0.2385,0.67,0.2136
model-1644510502,1644510507.709,0.63,0.2173,0.73,0.1962
model-1644510502,1644510507.725,0.61,0.2199,0.73,0.1908
model-1644510502,1644510507.741,0.63,0.2259,0.66,0.2152
model-1644510502,1644510507.757,0.65,0.2297,0.67,0.209
model-1644510502,1644510507.776,0.7,0.1998,0.64,0.2131
model-1644510502,1644510507.791,0.7,0.2037,0.7,0.209
model-1644510502,1644510507.807,0.69,0.2207,0.63,0.2306
model-1644510502,1644510507.823,0.71,0.1991,0.68,0.2129
model-1644510502,1644510507.839,0.65,0.2194,0.61,0.2291
model-1644510502,1644510507.855,0.67,0.2124,0.68,0.2153
model-1644510502,1644510507.874,0.56,0.247,0.63,0.216
model-1644510502,1644510507.893,0.63,0.2325,0.65,0.2174
model-1644510502,1644510507.908,0.7,0.2035,0.6,0.2294
model-1644510502,1644510507.925,0.65,0.2235,0.59,0.2169
model-1644510502,1644510507.942,0.58,0.2356,0.62,0.2229
model-1644510502,1644510507.959,0.69,0.2203,0.67,0.2247
model-1644510502,1644510507.976,0.67,0.2168,0.64,0.2273
model-1644510502,1644510507.992,0.63,0.2147,0.61,0.2273
model-1644510502,1644510508.012,0.7,0.1953,0.64,0.2251
model-1644510502,1644510508.028,0.67,0.2235,0.75,0.1894
model-1644510502,1644510508.044,0.64,0.2108,0.65,0.2205
model-1644510502,1644510508.063,0.72,0.1996,0.65,0.2245
model-1644510502,1644510508.079,0.66,0.2254,0.67,0.2026
model-1644510502,1644510508.095,0.63,0.2297,0.68,0.2178
model-1644510502,1644510508.11,0.69,0.2078,0.64,0.2186
model-1644510502,1644510508.13,0.63,0.2252,0.62,0.2226
model-1644510502,1644510508.147,0.72,0.2039,0.61,0.2399
model-1644510502,1644510508.163,0.6,0.2449,0.6,0.2637
model-1644510502,1644510508.181,0.67,0.2044,0.63,0.2189
model-1644510502,1644510508.2,0.65,0.2154,0.64,0.2205
model-1644510502,1644510508.216,0.64,0.214,0.74,0.1832
model-1644510502,1644510508.235,0.68,0.2039,0.68,0.2042
model-1644510502,1644510508.251,0.62,0.222,0.62,0.2211
model-1644510502,1644510508.267,0.62,0.2325,0.69,0.214
model-1644510502,1644510508.283,0.63,0.2323,0.68,0.2089
model-1644510502,1644510508.299,0.65,0.2228,0.68,0.1993
model-1644510502,1644510508.315,0.66,0.2172,0.68,0.2132
model-1644510502,1644510508.331,0.66,0.214,0.7,0.2102
model-1644510502,1644510508.349,0.65,0.217,0.69,0.1947
model-1644510502,1644510508.365,0.66,0.2172,0.65,0.2084
model-1644510502,1644510508.384,0.72,0.1957,0.66,0.1949
model-1644510502,1644510508.399,0.58,0.2201,0.76,0.2011
model-1644510502,1644510508.415,0.71,0.1994,0.69,0.2069
model-1644510502,1644510508.431,0.67,0.2153,0.69,0.2131
model-1644510502,1644510508.45,0.71,0.2025,0.57,0.2319
model-1644510502,1644510508.466,0.64,0.2175,0.71,0.1966
model-1644510502,1644510508.482,0.7,0.2019,0.79,0.1791
model-1644510502,1644510508.497,0.73,0.1895,0.63,0.2126
model-1644510502,1644510508.513,0.63,0.2344,0.74,0.2019
model-1644510502,1644510508.529,0.67,0.2152,0.74,0.184
model-1644510502,1644510508.545,0.68,0.2115,0.66,0.2092
model-1644510502,1644510508.564,0.75,0.1793,0.63,0.1998
model-1644510502,1644510508.58,0.65,0.2256,0.67,0.2301
model-1644510502,1644510508.596,0.64,0.2116,0.71,0.197
model-1644510502,1644510508.611,0.71,0.1916,0.73,0.1794
model-1644510502,1644510508.627,0.6,0.2353,0.76,0.1925
model-1644510502,1644510508.643,0.68,0.2189,0.7,0.2002
model-1644510502,1644510508.661,0.69,0.1946,0.7,0.2108
model-1644510502,1644510508.683,0.69,0.2061,0.67,0.2137
model-1644510502,1644510508.699,0.68,0.2102,0.68,0.2104
model-1644510502,1644510508.715,0.68,0.2289,0.65,0.2183
model-1644510502,1644510508.731,0.73,0.1933,0.63,0.2115
model-1644510502,1644510508.747,0.75,0.1884,0.62,0.2381
model-1644510502,1644510508.763,0.66,0.2295,0.73,0.1879
model-1644510502,1644510508.779,0.64,0.2202,0.69,0.2006
model-1644510502,1644510508.797,0.66,0.2217,0.7,0.1969
model-1644510502,1644510508.813,0.7,0.2039,0.7,0.1958
model-1644510502,1644510508.829,0.61,0.2274,0.74,0.1868
model-1644510502,1644510508.845,0.67,0.2156,0.67,0.199
model-1644510502,1644510508.861,0.73,0.1732,0.69,0.189
model-1644510502,1644510508.877,0.76,0.1739,0.65,0.2115
model-1644510502,1644510508.893,0.63,0.2283,0.65,0.207
model-1644510502,1644510508.913,0.72,0.1935,0.76,0.186
model-1644510502,1644510508.929,0.67,0.2104,0.6,0.2426
model-1644510502,1644510508.945,0.68,0.2029,0.7,0.2167
model-1644510502,1644510508.961,0.54,0.2435,0.76,0.1849
model-1644510502,1644510508.977,0.69,0.2114,0.74,0.1875
model-1644510502,1644510508.993,0.68,0.2037,0.71,0.1934
model-1644510502,1644510509.009,0.71,0.1941,0.73,0.1858
model-1644510502,1644510509.028,0.75,0.1797,0.61,0.2402
model-1644510502,1644510509.045,0.72,0.2035,0.62,0.2206
model-1644510502,1644510509.063,0.64,0.2264,0.7,0.1989
model-1644510502,1644510509.08,0.71,0.2085,0.7,0.1918
model-1644510502,1644510509.096,0.63,0.2174,0.69,0.2033
model-1644510502,1644510509.112,0.67,0.1995,0.65,0.208
model-1644510502,1644510509.128,0.62,0.208,0.66,0.2215
model-1644510502,1644510509.146,0.77,0.1797,0.69,0.2169
model-1644510502,1644510509.162,0.68,0.2006,0.78,0.1864
model-1644510502,1644510509.178,0.71,0.2071,0.71,0.2062
model-1644510502,1644510509.195,0.62,0.2106,0.67,0.2055
model-1644510502,1644510509.216,0.73,0.1876,0.63,0.2155
model-1644510502,1644510509.232,0.68,0.2252,0.74,0.1847
model-1644510502,1644510509.251,0.65,0.2256,0.69,0.1998
model-1644510502,1644510509.267,0.72,0.179,0.76,0.1661
model-1644510502,1644510509.283,0.66,0.2135,0.64,0.2332
model-1644510502,1644510509.299,0.53,0.2775,0.66,0.2125
model-1644510502,1644510509.317,0.67,0.2161,0.71,0.1808
model-1644510502,1644510509.333,0.64,0.2241,0.66,0.2171
model-1644510502,1644510509.352,0.69,0.2013,0.68,0.2117
model-1644510502,1644510509.368,0.66,0.2148,0.65,0.2239
model-1644510502,1644510509.384,0.66,0.2231,0.69,0.2112
model-1644510502,1644510509.4,0.59,0.2433,0.62,0.2228
model-1644510502,1644510509.415,0.63,0.2275,0.64,0.2122
model-1644510502,1644510509.433,0.66,0.2075,0.73,0.2001
model-1644510502,1644510509.451,0.61,0.2382,0.78,0.1824
model-1644510502,1644510509.47,0.6,0.219,0.71,0.2008
model-1644510502,1644510509.486,0.65,0.2196,0.72,0.1825
model-1644510502,1644510509.502,0.75,0.1892,0.68,0.2026
model-1644510502,1644510509.518,0.76,0.2017,0.77,0.1838
model-1644510502,1644510509.533,0.64,0.2135,0.68,0.2014
model-1644510502,1644510509.549,0.71,0.2033,0.65,0.2084
model-1644510502,1644510509.565,0.72,0.1882,0.7,0.1902
model-1644510502,1644510509.584,0.75,0.1795,0.63,0.2278
model-1644510502,1644510509.6,0.66,0.2305,0.71,0.2048
model-1644510502,1644510509.616,0.68,0.2192,0.67,0.201
model-1644510502,1644510509.631,0.74,0.1795,0.69,0.1948
model-1644510502,1644510509.647,0.73,0.186,0.63,0.2303
model-1644510502,1644510509.665,0.65,0.2114,0.69,0.1954
model-1644510502,1644510509.682,0.74,0.1819,0.6,0.2466
model-1644510502,1644510509.701,0.69,0.2051,0.75,0.1884
model-1644510502,1644510509.717,0.54,0.2503,0.68,0.2123
model-1644510502,1644510509.733,0.71,0.1879,0.73,0.192
model-1644510502,1644510509.749,0.65,0.2203,0.65,0.212
model-1644510502,1644510509.765,0.7,0.1891,0.69,0.2003
model-1644510502,1644510509.781,0.74,0.1896,0.72,0.1939
model-1644510502,1644510509.797,0.62,0.2221,0.82,0.1613
model-1644510502,1644510509.815,0.63,0.2271,0.73,0.1927
model-1644510502,1644510509.831,0.67,0.2068,0.64,0.198
model-1644510502,1644510509.847,0.68,0.1919,0.73,0.1848
model-1644510502,1644510509.864,0.66,0.2054,0.57,0.2215
model-1644510502,1644510509.882,0.69,0.1981,0.82,0.1591
model-1644510502,1644510509.898,0.58,0.2487,0.67,0.1959
model-1644510502,1644510509.914,0.71,0.1747,0.7,0.1924
model-1644510502,1644510509.933,0.74,0.201,0.62,0.2324
model-1644510502,1644510509.95,0.64,0.2042,0.7,0.2198
model-1644510502,1644510509.967,0.73,0.1747,0.74,0.1802
model-1644510502,1644510509.982,0.58,0.2423,0.67,0.1928
model-1644510502,1644510509.998,0.68,0.2068,0.71,0.1983
model-1644510502,1644510510.015,0.74,0.1955,0.65,0.2111
model-1644510502,1644510510.033,0.72,0.2214,0.79,0.169
model-1644510502,1644510510.054,0.72,0.1892,0.65,0.2187
model-1644510502,1644510510.072,0.7,0.2197,0.72,0.1892
model-1644510502,1644510510.09,0.69,0.2058,0.62,0.2397
